cat,value,label,next_stream,stream,strahler,topo,distance,elev_ft,area_10m2,wetland,longitude,latitude
4167,33,,68,33,1,11,17981.6275463791,5594.924,1512,,-121.968909766209,43.2771958623505
4168,68,,71,68,2,10,17825.0589988741,5511.887,8936,,-121.967185179453,43.2772183951916
4169,14,,72,14,1,9,17690.9168589578,5465.775,3988,,-121.965706961204,43.2772376879894
4170,57,,75,57,3,8,17624.3483143327,5441.503,20650,,-121.964598296893,43.2772521448265
4171,87,,88,87,2,7,16465.2313947866,5079.327,19089,,-121.95141746927,43.2774231825044
4172,42,,58,42,1,5,12832.7839512667,5868.15,1013,,-121.912983229452,43.2779130823918
4173,43,,58,43,1,5,12806.2154079216,5883.204,623,,-121.910642662619,43.2779424913984
4174,33,,68,33,1,11,17967.4854103029,5586.971,1554,,-121.96878437755,43.2771074682365
4175,33,,68,33,1,11,17957.4854099829,5581.334,1560,,-121.968661193003,43.2771090784654
4176,33,,68,33,1,11,17947.4854096629,5575.978,1562,,-121.968538008449,43.2771106885593
4177,33,,68,33,1,11,17937.4854093429,5568.007,1564,,-121.968414823889,43.2771122985182
4178,33,,68,33,1,11,17927.4854090229,5560.543,1584,,-121.968291639322,43.277113908342
4179,33,,68,33,1,11,17917.4854087029,5553.653,1590,,-121.968168454748,43.2771155180308
4180,68,,71,68,2,10,17859.2011355903,5526.708,8915,,-121.967552531781,43.2771235644491
4181,68,,71,68,2,10,17849.2011352703,5522.753,8920,,-121.967429347168,43.2771251733276
4182,68,,71,68,2,10,17839.2011349503,5516.668,8935,,-121.967306162548,43.2771267820711
4183,14,,72,14,1,9,17725.058995674,5478.523,3959,,-121.966074315986,43.2771428620791
4184,14,,72,14,1,9,17715.058995354,5476.426,3963,,-121.965951131293,43.2771444693371
4185,14,,72,14,1,9,17705.0589950341,5473.935,3974,,-121.965827946594,43.2771460764602
4186,57,,75,57,3,8,17634.3483146526,5449.952,20564,,-121.964596099241,43.2771621402635
4187,87,,88,87,2,7,16479.3735308629,5079.874,19056,,-121.951538476855,43.2773315863595
4188,42,,58,42,1,5,12846.926087343,5872.863,987,,-121.913104296697,43.2778215276395
4189,43,,58,43,1,5,12820.3575439979,5885.151,621,,-121.910517358289,43.2778540322819
4190,68,,68,33,2,10,17903.3432726266,5543.52,8887,,-121.968043067349,43.2770271230904
4191,68,,71,68,2,10,17893.3432723066,5539.688,8890,,-121.967919882947,43.2770287325067
4192,68,,71,68,2,10,17883.3432719866,5534.775,8896,,-121.967796698538,43.2770303417879
4193,68,,71,68,2,10,17873.3432716666,5531.896,8909,,-121.967673514123,43.2770319509341
4194,14,,72,14,1,9,17739.2011317503,5483.844,3954,,-121.966195300624,43.2770512501554
4195,57,,75,57,3,8,17644.3483149726,5456.2,20552,,-121.964593901595,43.2770721357014
4196,87,,88,87,2,7,16493.5156669392,5080.626,19050,,-121.951413113512,43.2772431728624
4197,42,,58,42,1,5,12861.0682234192,5879.539,634,,-121.913225363573,43.2777299727578
4198,39,,68,39,2,11,17917.4854087029,5552.667,7293,,-121.968164048747,43.2769355090484
4199,14,,72,14,1,9,17783.3432687866,5499.488,3766,,-121.966685837783,43.2769548147223
4200,14,,72,14,1,9,17773.3432684666,5493.592,3780,,-121.966562653493,43.2769564226507
4201,14,,72,14,1,9,17763.3432681466,5490.289,3784,,-121.966439469197,43.2769580304441
4202,14,,72,14,1,9,17753.3432678266,5487.392,3948,,-121.966316284894,43.2769596381024
4203,57,,75,57,3,8,17654.3483152926,5463.503,20543,,-121.964591703956,43.2769821311402
4204,87,,88,87,2,7,16503.5156672592,5080.769,19042,,-121.951410935643,43.2771531680427
4205,42,,58,42,1,5,12875.2103594955,5896.041,611,,-121.91334643008,43.2776384177466
4206,39,,68,39,2,11,17931.6275447791,5561.12,7289,,-121.968285029776,43.276843894877
4207,14,,72,14,1,9,17797.4854048629,5504.414,3760,,-121.966806821109,43.2768632021423
4208,57,,75,57,3,8,17664.3483156126,5471.036,20533,,-121.964589506324,43.2768921265799
4209,87,,88,87,2,7,16513.5156675792,5081.646,19034,,-121.95140875778,43.277063163224
4210,39,,68,39,2,11,17945.7696808554,5569.479,7283,,-121.968406010436,43.2767522805765
4211,14,,72,14,1,9,17807.4854051829,5507.312,3452,,-121.966804620157,43.2767731976266
4212,57,,75,57,3,8,17674.3483159326,5477.893,20531,,-121.964587308698,43.2768021220206
4213,86,,87,86,2,8,16527.6578036554,5083.235,16096,,-121.951529764652,43.2769715670923
4214,11,,87,11,1,8,16527.6578036554,5083.716,2933,,-121.951283395189,43.276974749585
4215,39,,68,39,2,11,17969.9118172517,5587.437,7260,,-121.968650174356,43.2766590560649
4216,39,,68,39,2,11,17959.9118169317,5579.965,7264,,-121.968526990726,43.2766606661467
4217,14,,72,14,1,9,17821.6275412591,5515.66,3448,,-121.966925602935,43.2766815849207
4218,57,,75,57,3,8,17684.3483162526,5489.23,20526,,-121.964585111079,43.2767121174621
4219,86,,87,86,2,8,16537.6578039754,5083.235,16093,,-121.951527586618,43.2768815622779
4220,11,,87,11,1,8,16541.7999397317,5085.169,2927,,-121.951158032967,43.2768863358071
4221,39,,68,39,2,11,17984.053953328,5595.47,7257,,-121.968771154085,43.2765674413733
4222,14,,72,14,1,9,17831.6275415792,5518.69,3446,,-121.966923401812,43.2765915804093
4223,57,,75,57,3,8,17698.4904523289,5501.485,20523,,-121.964459729804,43.2766237185277
4224,86,,87,86,2,8,16547.6578042955,5085.746,16071,,-121.95152540859,43.2767915574643
4225,11,,87,11,1,8,16555.942075808,5085.169,2922,,-121.951032671115,43.2767979218903
4226,39,,68,39,2,11,18008.1960897243,5610.203,7230,,-121.969015316685,43.2764742160704
4227,39,,68,39,2,11,17998.1960894043,5604.473,7235,,-121.968892133444,43.2764758265523
4228,14,,72,14,1,9,17841.6275418991,5522.142,3444,,-121.966921200696,43.2765015758988
4229,57,,75,57,3,8,17708.4904526489,5512.319,20507,,-121.964457532382,43.2765337139686
4230,19,,86,19,1,9,16901.5055787271,5160.533,5764,,-121.955218752753,43.2766537506598
4231,19,,86,19,1,9,16873.2213065745,5155.33,5772,,-121.954972384791,43.2766569412403
4232,19,,86,19,1,9,16863.2213062545,5149.536,6082,,-121.9548492008,43.276658536328
4233,86,,86,85,2,8,16561.7999403717,5085.746,16069,,-121.951646414737,43.27669996121
4234,11,,87,11,1,8,16570.0842118843,5089.207,2916,,-121.950907309633,43.2767095078345
4235,11,,87,11,1,8,16580.0842122043,5089.207,2913,,-121.950784125426,43.2767110984659
4236,39,,68,39,2,11,18022.3382258006,5617.841,7183,,-121.969136295484,43.2763826009876
4237,14,,72,14,1,9,17855.7696779754,5532.484,3434,,-121.967042182748,43.2764099630703
4238,57,,75,57,3,8,17722.6325887252,5524.504,20501,,-121.964332151668,43.2764453148937
4239,19,,86,19,1,9,16945.6477157634,5175.897,5736,,-121.955709304303,43.2765573631484
4240,19,,86,19,1,9,16935.6477154434,5172.772,5737,,-121.955586120536,43.276558959044
4241,19,,86,19,1,9,16925.6477151234,5168.058,5749,,-121.955462936762,43.2765605548045
4242,19,,86,19,1,9,16915.6477148034,5162.688,5757,,-121.955339752982,43.2765621504299
4243,19,,86,19,1,9,16887.3634426508,5157.926,5769,,-121.955093385403,43.2765653412757
4244,19,,86,19,1,9,16849.0791701783,5146.32,6085,,-121.954723833984,43.2765701265316
4245,19,,86,19,1,9,16839.0791698583,5143.34,6094,,-121.954600650165,43.2765717213468
4246,19,,86,19,1,9,16585.942076768,5089.536,7589,,-121.951890604483,43.276606773117
4247,19,,86,19,1,9,16575.942076448,5087.595,7591,,-121.951767420513,43.2766083648264
4248,85,,86,85,2,9,16571.7999406917,5086.252,16063,,-121.951644236537,43.2766099564007
4249,11,,87,11,1,8,16594.2263482806,5089.207,2905,,-121.950658764491,43.2766226841338
4250,39,,68,39,2,11,18036.4803618768,5625.46,7150,,-121.969257273913,43.2762909857756
4251,14,,72,14,1,9,17869.9118140517,5533.87,3428,,-121.96716316443,43.2763183501126
4252,57,,75,57,3,8,17732.6325890452,5534.276,20499,,-121.964329954444,43.2763553103341
4253,19,,86,19,1,9,16999.7898531197,5193.047,5683,,-121.956323037825,43.2764593769284
4254,19,,86,19,1,9,16989.7898527996,5187.285,5707,,-121.956199854276,43.2764609734967
4255,19,,86,19,1,9,16979.7898524796,5185.68,5708,,-121.95607667072,43.27646256993
4256,19,,86,19,1,9,16969.7898521596,5182.238,5719,,-121.955953487157,43.2764641662282
4257,19,,86,19,1,9,16959.7898518396,5179.25,5733,,-121.955830303588,43.2764657623914
4258,19,,86,19,1,9,16824.937033782,5142.332,6841,,-121.954475283896,43.2764833112739
4259,19,,86,19,1,9,16814.937033462,5140.307,6846,,-121.954352100248,43.2764849058167
4260,19,,86,19,1,9,16804.937033142,5135.364,6850,,-121.954228916594,43.2764865002244
4261,19,,86,19,1,9,16794.937032822,5130.179,6865,,-121.954105732933,43.276488094497
4262,19,,86,19,1,9,16784.937032502,5127.717,6868,,-121.953982549266,43.2764896886347
4263,19,,86,19,1,9,16610.0842131643,5092.927,7581,,-121.952134793471,43.2765135844945
4264,19,,86,19,1,9,16600.0842128443,5090.033,7584,,-121.952011609699,43.2765151764715
4265,85,,86,85,2,9,16581.7999410117,5087.172,8464,,-121.951642058344,43.2765199515923
4266,11,,87,11,1,8,16608.3684843568,5090.097,2893,,-121.950533403926,43.2765342696627
4267,39,,68,39,2,11,18046.4803621968,5635.008,7084,,-121.969255069306,43.2762009813141
4268,14,,72,14,1,9,17884.053950128,5537.667,3423,,-121.967284145743,43.2762267370256
4269,57,,75,57,3,8,17746.7747251214,5550.529,20489,,-121.964204574291,43.2762669111187
4270,19,,86,19,1,9,17063.9319907959,5221.09,5469,,-121.957059952668,43.2763597899814
4271,19,,86,19,1,9,17053.9319904759,5214.676,5473,,-121.956936769342,43.2763613873575
4272,19,,86,19,1,9,17043.9319901559,5210.543,5569,,-121.956813586011,43.2763629845986
4273,19,,86,19,1,9,17033.9319898359,5205.832,5578,,-121.956690402672,43.2763645817046
4274,19,,86,19,1,9,17023.9319895159,5199.896,5662,,-121.956567219327,43.2763661786756
4275,19,,86,19,1,9,17013.9319891959,5196.606,5675,,-121.956444035976,43.2763677755116
4276,19,,86,19,1,9,16770.7948964257,5122.585,6880,,-121.95385718408,43.2764012778731
4277,19,,86,19,1,9,16760.7948961057,5122.127,6884,,-121.953734000585,43.2764028717382
4278,19,,86,19,1,9,16624.2263492406,5092.927,7573,,-121.952255798126,43.276421987587
4279,85,,86,85,2,9,16591.7999413317,5088.02,8462,,-121.951639880158,43.2764299467848
4280,11,,87,11,1,8,16622.5106204331,5090.901,2884,,-121.95040804373,43.2764458550528
4281,39,,68,39,2,11,18060.6224982731,5637.398,7083,,-121.969376047187,43.2761093659762
4282,14,,72,14,1,9,17898.1960862043,5550.646,3403,,-121.967405126686,43.2761351238094
4283,57,,75,57,3,8,17756.7747254415,5560.07,20459,,-121.964202377265,43.2761769065585
4284,19,,86,19,1,9,17088.0741271922,5230.512,5409,,-121.95730413262,43.2762665901283
4285,19,,86,19,1,9,17078.0741268722,5226.531,5460,,-121.957180949492,43.2762681877721
4286,19,,86,19,1,9,16746.6527600294,5117.397,6887,,-121.953608635946,43.2763144607003
4287,19,,86,19,1,9,16638.3684853169,5095.688,7563,,-121.952376802412,43.2763303905502
4288,85,,86,85,2,9,16601.7999416517,5088.02,8459,,-121.951637701978,43.2763399419783
4289,11,,87,11,1,8,16636.6527565094,5092.337,2878,,-121.950282683903,43.2763574403038
4290,39,,68,39,2,11,18074.7646343494,5653.176,7058,,-121.969497024699,43.276017750509
4291,14,,72,14,1,9,17908.1960865243,5554.262,3322,,-121.967402924864,43.2760451193132
4292,57,,75,57,3,8,17766.7747257615,5571.608,20451,,-121.964200180247,43.2760869019993
4293,19,,86,19,1,9,17142.2162645485,5257.012,5169,,-121.957917860562,43.2761685952012
4294,19,,86,19,1,9,17132.2162642285,5249.318,5208,,-121.957794677652,43.2761701935178
4295,19,,86,19,1,9,17122.2162639085,5245.199,5232,,-121.957671494736,43.2761717916993
4296,19,,86,19,1,9,17112.2162635885,5242.551,5339,,-121.957548311813,43.2761733897457
4297,19,,86,19,1,9,17102.2162632685,5238.19,5395,,-121.957425128884,43.2761749876572
4298,19,,86,19,1,9,16732.5106239531,5117.161,7264,,-121.953483271677,43.2762260495234
4299,19,,86,19,1,9,16722.5106236332,5112.077,7273,,-121.953360088532,43.2762276429786
4300,19,,86,19,1,9,16712.5106233131,5110.608,7275,,-121.953236905379,43.2762292362988
4301,19,,86,19,1,9,16702.5106229931,5107.373,7279,,-121.953113722221,43.2762308294839
4302,19,,86,19,1,9,16692.5106226731,5104.479,7295,,-121.952990539055,43.276232422534
4303,19,,86,19,1,9,16682.5106223531,5103.291,7297,,-121.952867355883,43.2762340154491
4304,19,,86,19,1,9,16672.5106220332,5101.279,7456,,-121.952744172705,43.2762356082291
4305,19,,86,19,1,9,16662.5106217131,5099.922,7474,,-121.95262098952,43.2762372008741
4306,19,,86,19,1,9,16652.5106213931,5098.738,7546,,-121.952497806328,43.2762387933841
4307,85,,85,34,2,9,16611.7999419717,5089.591,6627,,-121.951635523804,43.2762499371727
4308,11,,87,11,1,8,16646.6527568294,5092.337,2873,,-121.950280507762,43.2762674354718
4309,39,,68,39,2,11,18098.9067707457,5673.088,6996,,-121.969741183934,43.275924523635
4310,39,,68,39,2,11,18088.9067704257,5660.994,7056,,-121.969618001842,43.2759261349126
4311,14,,72,14,1,9,17918.1960868443,5561.244,3314,,-121.967400723048,43.275955114818
4312,57,,75,57,3,8,17780.9168618377,5581.464,20433,,-121.964321165618,43.2759952921049
4313,19,,86,19,1,9,17196.3584019048,5283.516,4351,,-121.9585315865,43.2760705969233
4314,19,,86,19,1,9,17186.3584015848,5275.122,4362,,-121.958408403807,43.2760721959126
4315,19,,86,19,1,9,17176.3584012648,5270.237,4369,,-121.958285221109,43.2760737947668
4316,19,,86,19,1,9,17166.3584009448,5269.288,4372,,-121.958162038403,43.2760753934861
4317,19,,86,19,1,9,17156.3584006248,5267.403,4374,,-121.958038855691,43.2760769920703
4318,34,,85,34,1,10,16625.942078048,5090.804,1814,,-121.95175652869,43.2761583408057
4319,79,,85,79,2,10,16625.942078048,5090.222,6626,,-121.951510162578,43.2761615237952
4320,11,,87,11,1,8,16660.7948929057,5093.755,2867,,-121.950155148497,43.2761790205825
4321,39,,68,39,2,11,18113.048906822,5686.088,6958,,-121.969862160516,43.2758329077768
4322,14,,72,14,1,9,17928.1960871643,5565.359,3313,,-121.967398521239,43.2758651103237
4323,57,,75,57,3,8,17790.9168621577,5590.305,20429,,-121.964318968427,43.2759052875499
4324,19,,86,19,1,9,17210.5005379811,5289.855,4345,,-121.958652580494,43.2759789931325
4325,34,,85,34,1,10,16640.0842141243,5094.629,1811,,-121.951877533206,43.2760667443094
4326,79,,85,79,2,10,16635.942078368,5090.954,6620,,-121.951507984603,43.276071518989
4327,11,,87,11,1,8,16674.937028982,5094.514,2852,,-121.9502761555,43.2760874258104
4328,39,,68,39,2,11,18127.1910428982,5697.221,6931,,-121.969983136728,43.2757412917893
4329,14,,72,14,1,9,17938.1960874843,5574.091,3289,,-121.967396319437,43.2757751058303
4330,57,,75,57,3,8,17800.9168624777,5597.401,20421,,-121.964316771244,43.2758152829958
4331,19,,86,19,1,9,17224.6426740573,5299.375,4333,,-121.958773574118,43.2758873892125
4332,34,,85,34,1,10,16654.2263502006,5102.221,1801,,-121.951998537353,43.2759751476838
4333,79,,85,79,2,10,16650.0842144443,5093.221,6609,,-121.951382623937,43.2759831054712
4334,11,,87,11,1,8,16684.937029302,5097.373,2842,,-121.950273979378,43.2759974209811
4335,39,,68,39,2,11,18141.3331789745,5711.778,6888,,-121.97010411257,43.2756496756726
4336,14,,72,14,1,9,17952.3382235605,5580.66,3273,,-121.967517299298,43.2756834924982
4337,57,,75,57,3,8,17810.9168627977,5597.401,20420,,-121.964314574067,43.2757252784427
4338,19,,86,19,1,9,17238.7848101336,5305.772,3834,,-121.958894567374,43.2757957851633
4339,34,,85,34,1,10,16664.2263505206,5107.27,1779,,-121.951996358651,43.2758851428891
4340,79,,85,79,2,10,16664.2263505206,5095.728,6599,,-121.951257263642,43.2758946918144
4341,11,,87,11,1,8,16699.0791653782,5103.104,2839,,-121.950394985834,43.2759058260831
4342,39,,68,39,2,11,18155.4753150508,5722.086,6886,,-121.970225088044,43.2755580594266
4343,14,,72,14,1,9,17966.4803596368,5594.454,3241,,-121.96763827879,43.2755918790369
4344,57,,75,57,3,8,17820.9168631177,5601.246,19852,,-121.964312376896,43.2756352738904
4345,19,,86,19,1,9,17252.9269462099,5321.607,3824,,-121.959015560259,43.2757041809847
4346,34,,85,34,1,10,16674.2263508406,5117.382,1778,,-121.951994179956,43.2757951380953
4347,79,,85,79,2,10,16678.3684865969,5098.798,6584,,-121.951131903716,43.2758062780187
4348,11,,87,11,1,8,16713.2213014545,5113.546,2800,,-121.950269627155,43.2758174113253
4349,39,,68,39,2,11,18169.6174511271,5736.082,6865,,-121.970346063147,43.2754664430514
4350,14,,72,14,1,9,17980.6224957131,5603.107,3240,,-121.967759257912,43.2755002654463
4351,57,,75,57,3,8,17835.058999194,5603.37,19848,,-121.964186998273,43.275546874663
4352,19,,86,19,1,9,17262.9269465299,5326.354,3806,,-121.95901337104,43.2756141763293
4353,34,,85,34,1,10,16684.2263511606,5124.253,1776,,-121.951992001268,43.2757051333024
4354,79,,85,79,2,10,16692.5106226731,5105.239,6567,,-121.951006544159,43.2757178640841
4355,11,,87,11,1,8,16723.2213017745,5119.016,2794,,-121.950267451053,43.2757274064988
4356,39,,68,39,2,11,18193.7595875234,5766.666,6825,,-121.970590218819,43.2753732143387
4357,39,,68,39,2,11,18183.7595872034,5753.074,6851,,-121.970467037881,43.2753748265469
4358,14,,72,14,1,9,17990.6224960331,5609.92,3234,,-121.967757055582,43.2754102609639
4359,57,,75,57,3,8,17845.058999514,5610.242,19833,,-121.964184801301,43.2754568701102
4360,19,,86,19,1,9,17277.0690826062,5334.585,3802,,-121.959134363378,43.2755225720248
4361,34,,85,34,1,10,16694.2263514806,5130.822,1773,,-121.951989822586,43.2756151285105
4362,79,,85,79,2,10,16702.5106229931,5111.667,6561,,-121.951004366955,43.2756278592729
4363,11,,87,11,1,8,16733.2213020945,5127.408,2791,,-121.950265274958,43.2756374016732
4364,39,,68,39,2,11,18317.9017271196,5882.827,6617,,-121.972066180763,43.2752638529113
4365,39,,68,39,2,11,18307.9017267996,5871.345,6637,,-121.971943000089,43.2752654667375
4366,39,,68,39,2,11,18297.9017264796,5864.941,6663,,-121.971819819409,43.2752670804286
4367,39,,68,39,2,11,18287.9017261596,5860.369,6664,,-121.971696638723,43.2752686939847
4368,39,,68,39,2,11,18277.9017258396,5848.304,6686,,-121.97157345803,43.2752703074058
4369,39,,68,39,2,11,18267.9017255196,5838.498,6703,,-121.97145027733,43.2752719206919
4370,39,,68,39,2,11,18257.9017251996,5831.196,6721,,-121.971327096623,43.2752735338429
4371,39,,68,39,2,11,18247.9017248796,5822.852,6741,,-121.97120391591,43.2752751468588
4372,39,,68,39,2,11,18237.9017245596,5809.249,6759,,-121.971080735191,43.2752767597398
4373,39,,68,39,2,11,18227.9017242396,5801.277,6776,,-121.970957554464,43.2752783724857
4374,39,,68,39,2,11,18217.9017239196,5790.088,6799,,-121.970834373731,43.2752799850966
4375,39,,68,39,2,11,18207.9017235996,5776.832,6823,,-121.970711192992,43.2752815975724
4376,14,,72,14,1,9,18004.7646321094,5621.811,3206,,-121.967878034156,43.2753186472475
4377,57,,75,57,3,8,17859.2011355903,5610.242,19830,,-121.964059423238,43.2753684707423
4378,19,,86,19,1,9,17287.0690829262,5346.941,3784,,-121.959132173987,43.2754325673736
4379,34,,85,34,1,10,16704.2263518006,5139.562,1765,,-121.95198764391,43.2755251237194
4380,79,,85,79,2,10,16712.5106233131,5117.668,6560,,-121.951002189758,43.2755378544626
4381,11,,87,11,1,8,16747.3634381708,5137.69,2790,,-121.950139917031,43.2755489867735
4382,39,,68,39,2,11,18352.0438638359,5911.38,6557,,-121.972433513405,43.2751690062345
4383,39,,68,39,2,11,18342.0438635159,5903.346,6572,,-121.972310332936,43.2751706204634
4384,39,,68,39,2,11,18332.0438631959,5897.271,6574,,-121.972187152461,43.2751722345572
4385,14,,72,14,1,9,18018.9067681857,5627.827,3204,,-121.967999012361,43.2752270334017
4386,57,,75,57,3,8,17869.2011359103,5612.072,19815,,-121.964057226464,43.2752784661889
4387,19,,86,19,1,9,17301.2112190024,5355.309,3736,,-121.959253165777,43.2753409629432
4388,34,,85,34,1,10,16714.2263521206,5147.51,1762,,-121.951985465242,43.2754351189293
4389,79,,85,79,2,10,16722.5106236331,5126.506,6550,,-121.951000012567,43.2754478496533
4390,11,,87,11,1,8,16757.3634384908,5145.891,2787,,-121.950137741134,43.2754589819474
4391,39,,68,39,2,11,18464.4702743047,5959.377,6021,,-121.973663106548,43.2750628521566
4392,39,,68,39,2,11,18376.1860002322,5922.577,6528,,-121.972677664622,43.2750757729895
4393,39,,68,39,2,11,18366.1859999122,5920.678,6534,,-121.972554484351,43.275077387486
4394,14,,72,14,1,9,18033.0489042619,5641.517,3172,,-121.968119990197,43.2751354194267
4395,57,,75,57,3,8,17879.2011362303,5613.534,19810,,-121.964055029696,43.2751884616364
4396,19,,86,19,1,9,17315.3533550787,5367.18,3691,,-121.959374157198,43.2752493583835
4397,34,,85,34,1,10,16724.2263524406,5154.187,1754,,-121.951983286579,43.2753451141401
4398,79,,85,79,2,10,16732.5106239532,5134.635,6548,,-121.950997835383,43.2753578448448
4399,11,,87,11,1,8,16767.3634388108,5156.238,2784,,-121.950135565243,43.2753689771221
4400,39,,68,39,2,11,18488.612410701,5959.593,5868,,-121.973907255422,43.2749696162411
4401,39,,68,39,2,11,18478.612410381,5959.377,5871,,-121.973784075403,43.2749712320855
4402,39,,68,39,2,11,18450.3281382285,5955.647,6024,,-121.973537715344,43.2749744633691
4403,39,,68,39,2,11,18440.3281379085,5950.991,6261,,-121.973414535304,43.2749760788084
4404,39,,68,39,2,11,18430.3281375885,5948.209,6269,,-121.973291355258,43.2749776941126
4405,39,,68,39,2,11,18420.3281372685,5944.488,6457,,-121.973168175206,43.2749793092818
4406,39,,68,39,2,11,18410.3281369485,5937.52,6470,,-121.973044995146,43.274980924316
4407,39,,68,39,2,11,18400.3281366285,5933.796,6498,,-121.97292181508,43.2749825392151
4408,39,,68,39,2,11,18390.3281363085,5930.697,6504,,-121.972798635007,43.2749841539792
4409,14,,72,14,1,9,18057.1910406583,5659.736,3141,,-121.968364147981,43.2750421955546
4410,14,,72,14,1,9,18047.1910403382,5650.49,3167,,-121.968240967663,43.2750438053225
4411,57,,75,57,3,8,17893.3432723066,5614.386,19772,,-121.964176013476,43.2750968519082
4412,19,,86,19,1,9,17329.495491155,5385.358,3606,,-121.959495148249,43.2751577536945
4413,34,,85,34,1,10,16738.3684885169,5160.544,1739,,-121.951857926732,43.2752567011602
4414,79,,85,79,2,10,16742.5106242731,5142.423,6439,,-121.950995658205,43.2752678400374
4415,11,,87,11,1,8,16781.5055748871,5168.818,2666,,-121.950010208068,43.2752805620806
4416,39,,68,39,2,11,18502.7545467773,5964.415,5609,,-121.974028223716,43.2748779959083
4417,14,,72,14,1,9,18071.3331767345,5670.473,3137,,-121.968485124886,43.2749505811886
4418,57,,75,57,3,8,17903.3432726266,5615.277,19760,,-121.964173816537,43.27500684736
4419,19,,86,19,1,9,17343.6376272313,5393.269,3604,,-121.959616138931,43.2750661488762
4420,34,,85,34,1,10,16752.5106245932,5174.078,1690,,-121.951732567253,43.2751682880413
4421,79,,85,79,2,10,16752.5106245931,5152.688,6438,,-121.950993481034,43.2751778352308
4422,11,,87,11,1,8,16791.5055752071,5181.392,2656,,-121.950008032375,43.2751905572548
4423,39,,68,39,2,11,18526.8966831736,5965.321,5294,,-121.97427237127,43.2747847592015
4424,39,,68,39,2,11,18516.8966828536,5964.535,5585,,-121.97414919164,43.2747863754461
4425,14,,72,14,1,9,18085.4753128108,5683.599,3121,,-121.968606101422,43.2748589666933
4426,57,,75,57,3,8,17913.3432729466,5618.065,19751,,-121.964171619604,43.2749168428127
4427,19,,86,19,1,9,17367.7797636276,5419.801,3453,,-121.959860309646,43.274972943483
4428,19,,86,19,1,9,17357.7797633076,5407.41,3495,,-121.959737129243,43.2749745439287
4429,34,,85,34,1,10,16766.6527606694,5176.934,1689,,-121.951607208145,43.2750798747835
4430,79,,85,79,2,10,16766.6527606694,5162.728,6359,,-121.951114484737,43.2750862395669
4431,11,,87,11,1,8,16805.6477112833,5198.156,2650,,-121.949882675762,43.2751021420729
4432,39,,68,39,2,11,18541.0388192498,5968.361,5282,,-121.974393338633,43.2746931384776
4433,14,,72,14,1,9,18099.6174488871,5693.972,3098,,-121.968727077588,43.2747673520687
4434,57,,75,57,3,8,17923.3432732666,5619.244,19750,,-121.964169422678,43.2748268382663
4435,19,,86,19,1,9,17381.9218997039,5432.794,3443,,-121.959981299397,43.2748813382736
4436,34,,85,34,1,10,16780.7948967457,5187.983,1688,,-121.951728210714,43.2749882784598
4437,79,,85,79,2,10,16776.6527609894,5169.476,6358,,-121.951112307394,43.2749962347646
4438,11,,87,11,1,8,16819.7898473596,5211.968,2644,,-121.949757319517,43.275013726752
4439,23,,39,23,1,12,18565.1809556461,5969.94,2986,,-121.974637484868,43.2745999009797
4440,39,,39,10,2,11,18555.1809553261,5968.361,5280,,-121.974514305627,43.2746015176245
4441,14,,72,14,1,9,18113.7595849633,5704.237,3084,,-121.968848053385,43.2746757373149
4442,57,,75,57,3,8,17933.3432735865,5619.244,19744,,-121.964167225758,43.2747368337209
4443,19,,86,19,1,9,17396.0640357801,5455.721,3417,,-121.960102288779,43.2747897329349
4444,34,,85,34,1,10,16794.937032822,5200.792,1687,,-121.951849212913,43.2748966820068
4445,79,,85,79,2,10,16786.6527613094,5177.674,6357,,-121.951110130058,43.2749062299632
4446,11,,87,11,1,8,16829.7898476796,5227.328,2634,,-121.949755144213,43.2749237219242
4447,23,,39,23,1,12,18589.3230920424,5973.245,1895,,-121.974881630343,43.2745066629523
4448,23,,39,23,1,12,18579.3230917224,5972.557,1896,,-121.974758451301,43.2745082798647
4449,10,,39,10,1,12,18569.3230914024,5972.417,2291,,-121.974635272251,43.2745098966421
4450,14,,72,14,1,9,18127.9017210396,5715.314,3074,,-121.968969028812,43.2745841224318
4451,57,,75,57,3,8,17943.3432739065,5620.292,19722,,-121.964165028845,43.2746468291764
4452,19,,86,19,1,9,17410.2061718564,5469.001,3411,,-121.960223277792,43.2746981274669
4453,34,,85,34,1,10,16809.0791688983,5214.765,1684,,-121.951970214743,43.2748050854245
4454,79,,85,79,2,10,16800.7948973857,5187.917,4366,,-121.951231133036,43.2748146341767
4455,11,,87,11,1,8,16839.7898479996,5246.607,2608,,-121.949752968916,43.2748337170973
4456,23,,39,23,1,12,18603.4652281187,5980.212,1881,,-121.975002596215,43.2744150415755
4457,10,,39,10,1,12,18579.3230917224,5972.417,2290,,-121.974633059641,43.2744198923054
4458,14,,72,14,1,9,18142.0438571159,5729.528,3055,,-121.96909000387,43.2744925074196
4459,57,,75,57,3,8,17953.3432742266,5622.958,19702,,-121.964162831938,43.2745568246329
4460,19,,86,19,1,9,17424.3483079327,5481.691,3367,,-121.960344266435,43.2746065218697
4461,34,,85,34,1,10,16823.2213049746,5230.786,1676,,-121.952091216203,43.2747134887129
4462,79,,85,79,2,10,16810.7948977057,5198.539,4350,,-121.951228955528,43.2747246293795
4463,11,,87,11,1,8,16849.7898483197,5264.435,2607,,-121.949750793625,43.2747437122713
