cat,value,label,next_stream,stream,strahler,topo,distance,elev_ft,area_10m2,wetland,longitude,latitude
1458,67,,83,67,2,9,20339.1002022693,5435.909,4766,,-121.981327652753,43.296029930022
1459,69,,91,69,2,7,17131.3331466544,5111.908,15510,,-121.959147391804,43.2963200707626
1460,97,,99,97,4,2,7407.37180480915,4961.054,355948,1,-121.889154964815,43.2972069298774
1461,98,,99,98,1,2,6667.24984803703,4962.604,23874,1,-121.883609702478,43.2972753284215
1462,59,,73,59,2,14,21931.4761537577,5485.415,6623,,-121.996974682246,43.2957325821655
1463,76,,82,76,2,10,21525.2019707772,5352.466,14476,,-121.992292239964,43.2957948503502
1464,67,,83,67,2,9,20329.1002019493,5430.66,4771,,-121.981325429305,43.295939925592
1465,69,,91,69,2,7,17117.1910105782,5104.152,15534,,-121.959021977549,43.29623166556
1466,97,,99,97,4,2,7441.5139415254,4961.198,355934,,-121.889522562813,43.2971123540465
1467,97,,99,97,4,2,7431.51394120541,4961.054,355939,1,-121.889399335102,43.2971138773891
1468,97,,99,97,4,2,7421.51394088542,4961.054,355941,1,-121.889276107385,43.2971154005966
1469,98,,99,98,1,2,6681.3919841133,4962.643,23870,1,-121.88373085365,43.2971838051164
1470,59,,73,59,2,14,21917.3340176814,5479.664,6633,,-121.99684921347,43.2956442191826
1471,76,,82,76,2,10,21515.2019704572,5346.957,14538,,-121.992290000068,43.2957048461403
1472,67,,83,67,2,9,20314.958065873,5424.688,4777,,-121.981199983156,43.2958515451408
1473,69,,91,69,2,7,17103.0488745019,5096.472,15560,,-121.958896563664,43.2961432602183
1474,97,,99,97,4,2,7793.64598714965,4961.752,354255,1,-121.891122434377,43.2970025321296
1475,97,,99,97,4,2,7783.64598682962,4961.752,354259,1,-121.890999206933,43.297004057226
1476,97,,99,97,4,2,7773.64598650962,4961.752,354482,1,-121.890875979482,43.2970055821873
1477,97,,99,97,4,2,7763.64598618963,4961.481,354498,1,-121.890752752025,43.2970071070135
1478,97,,99,97,4,2,7455.6560776017,4961.198,355239,,-121.889643704631,43.2970208243706
1479,98,,99,98,1,2,6691.3919844333,4962.643,23863,1,-121.883728776639,43.2970937988078
1480,59,,73,59,2,14,21903.1918816051,5471.181,6658,,-121.996723745064,43.2955558560606
1481,76,,82,76,2,10,21505.2019701372,5343.621,14542,,-121.99228776018,43.2956148419313
1482,67,,83,67,2,9,20300.8159297967,5417.358,4780,,-121.981074537376,43.2957631645505
1483,69,,91,69,2,7,17088.9067384256,5089.885,15562,,-121.958771150149,43.2960548547375
1484,69,,91,69,2,7,17078.9067381056,5085.621,15569,,-121.958647926414,43.2960564539931
1485,69,,91,69,2,7,17068.9067377856,5082.016,15584,,-121.958524702672,43.2960580531137
1486,69,,91,69,2,7,17058.9067374656,5079.205,15593,,-121.958401478924,43.2960596520991
1487,90,,93,90,1,6,16001.0892443103,5036.328,2783,,-121.949529351826,43.2961744240557
1488,97,,99,97,4,2,7807.78812322594,4962.242,353260,1,-121.891243573532,43.2969110007306
1489,97,,99,97,4,2,7749.50385011333,4961.481,354504,,-121.890627437203,43.2969186255256
1490,97,,99,97,4,2,7739.50384979334,4961.481,354512,,-121.890504209918,43.2969201500794
1491,97,,99,97,4,2,7469.79821367802,4961.198,355227,,-121.889518391416,43.2969323416462
1492,98,,99,98,1,2,6701.39198475333,4962.643,23846,1,-121.883726699634,43.2970037925001
1493,59,,73,59,2,14,21889.0497455288,5466.362,6668,,-121.996598277027,43.2954674927995
1494,76,,82,76,2,10,21495.2019698172,5340.836,14552,,-121.992285520298,43.2955248377232
1495,67,,83,67,2,9,20286.6737937204,5407.834,4855,,-121.980949091967,43.295674783821
1496,69,,91,69,2,7,17044.7646013893,5075.476,15598,,-121.958276066313,43.2959712460668
1497,90,,93,90,1,6,15986.947108234,5033.035,2790,,-121.949650400132,43.296082829745
1498,97,,99,97,4,2,7817.78812354594,4962.242,353259,1,-121.891241485255,43.2968209945639
1499,97,,99,97,4,2,7725.36171371707,4961.481,354518,1,-121.890378895645,43.2968316683153
1500,97,,99,97,4,2,7479.79821399801,4961.198,355219,,-121.889516305728,43.2968423354473
1501,98,,99,98,1,2,6711.39198507332,4962.769,23816,1,-121.883724622635,43.2969137861932
1502,59,,73,59,2,14,21879.0497452088,5461.705,6674,,-121.996596030682,43.2953774886789
1503,76,,82,76,2,10,21485.2019694972,5337.495,14585,,-121.992283280424,43.295434833516
1504,67,,83,67,2,9,20276.6737934005,5402.797,4862,,-121.9809468691,43.2955847793872
1505,69,,91,69,2,7,17030.6224653131,5069.099,15615,,-121.958150654072,43.2958828398955
1506,90,,93,90,1,6,15976.947107914,5031.65,2791,,-121.949648224224,43.2959928246946
1507,97,,99,97,4,2,7831.93025962221,4962.242,353203,1,-121.8911161701,43.2967325136228
1508,97,,99,97,4,2,7715.36171339707,4961.481,354519,1,-121.890376808668,43.2967416621334
1509,97,,99,97,4,2,7493.94035007428,4961.198,355215,1,-121.889390993074,43.2967538525826
1510,98,,99,98,1,2,6721.39198539331,4962.867,23807,1,-121.883722545643,43.2968237798873
1511,59,,73,59,2,14,21864.9076091325,5450.258,6691,,-121.996470563207,43.2952891252769
1512,76,,82,76,2,10,21471.0598334209,5333.424,14596,,-121.992157819183,43.2953464652997
1513,67,,83,67,2,9,20262.5316573242,5396.297,4863,,-121.980821424251,43.2954963985171
1514,69,,91,69,2,7,17016.4803292368,5067.989,16031,,-121.958025242201,43.2957944335852
1515,90,,93,90,1,6,15966.947107594,5025.086,2797,,-121.949646048322,43.2959028196451
1516,97,,99,97,4,2,7846.0723956985,4962.242,353196,,-121.890990855315,43.2966440325428
1517,97,,99,97,4,2,7701.21957732078,4961.391,354535,1,-121.890251494955,43.2966531802291
1518,97,,99,97,4,2,7508.08248615056,4961.198,355206,1,-121.88926568079,43.2966653695792
1519,98,,99,98,1,2,6735.53412146958,4962.867,23799,1,-121.88384369573,43.2967322564652
1520,59,,73,59,2,14,21850.7654730563,5442.716,6703,,-121.996345096101,43.2952007617358
1521,76,,82,76,2,10,21456.9176973447,5328.458,14607,,-121.992032358313,43.2952580969442
1522,67,,83,67,2,9,20248.3895212479,5388.307,4864,,-121.980695979773,43.2954080175078
1523,69,,91,69,2,7,17006.4803289168,5064.222,16038,,-121.958023053735,43.2957044287003
1524,90,,93,90,1,6,15952.8049715177,5022.988,2805,,-121.949520648947,43.2958144038464
1525,97,,99,97,4,2,7970.92521343619,4962.491,353134,1,-121.891604899963,43.2965463995989
1526,97,,99,97,4,2,7856.0723960185,4962.242,353194,,-121.890988767427,43.2965540263742
1527,97,,99,97,4,2,7687.07744124451,4961.391,354542,1,-121.890126181612,43.2965646981859
1528,97,,99,97,4,2,7677.07744092451,4961.342,354549,1,-121.890002955042,43.2965662221901
1529,97,,99,97,4,2,7518.08248647055,4961.198,355204,1,-121.88926359549,43.2965753633783
1530,98,,99,98,1,2,6749.67625754588,4962.956,23786,1,-121.883964845448,43.2966407329134
1531,59,,73,59,2,14,21836.62333698,5435.389,6713,,-121.996219629366,43.2951123980555
1532,76,,82,76,2,10,21446.9176970247,5325.146,14612,,-121.992030118828,43.2951680927346
1533,67,,83,67,2,9,20234.2473851716,5379.465,4890,,-121.980570535664,43.2953196363595
1534,69,,91,69,2,7,16992.3381928405,5061.542,16040,,-121.957897642425,43.2956160222494
1535,90,,93,90,1,6,15942.8049711977,5020.875,2809,,-121.949518473244,43.2957243987962
1536,97,,99,97,4,2,7985.06734951246,4962.491,352642,1,-121.89172603746,43.2964548676847
1537,97,,99,97,4,2,7956.78307735992,4962.421,353142,1,-121.891479584847,43.2964579190656
1538,97,,99,97,4,2,7946.78307703992,4962.421,353144,1,-121.89135635853,43.2964594445534
1539,97,,99,97,4,2,7870.21453209477,4962.307,353189,,-121.890863453203,43.2964655451539
1540,97,,99,97,4,2,7662.93530484824,4961.342,354553,1,-121.889877642247,43.2964777398707
1541,97,,99,97,4,2,7528.08248679054,4961.198,355136,1,-121.889261510196,43.2964853571784
1542,98,,99,98,1,2,6763.81839362215,4963.072,23781,1,-121.884085994796,43.296549209232
1543,63,,73,63,1,14,21924.9076110526,5536.405,847,,-121.997326368718,43.2950076251066
1544,63,,73,63,1,14,21914.9076107326,5525.587,853,,-121.997203148177,43.2950092666274
1545,63,,73,63,1,14,21904.9076104126,5519.323,860,,-121.997079927629,43.2950109080131
1546,63,,73,63,1,14,21894.9076100926,5510.442,867,,-121.996956707074,43.2950125492638
1547,63,,73,63,1,14,21884.9076097726,5501.227,873,,-121.996833486512,43.2950141903793
1548,63,,73,63,1,14,21874.9076094526,5494.886,876,,-121.996710265943,43.2950158313598
1549,73,,74,73,2,13,21826.62333666,5432,6717,,-121.996217383602,43.295022393931
1550,76,,82,76,2,10,21432.7755609484,5323.339,14616,,-121.991904658518,43.2950797242384
1551,67,,83,67,2,9,20220.1052490953,5372.114,4895,,-121.980445091925,43.295231255072
1552,69,,91,69,2,7,16978.1960567642,5058.034,16045,,-121.957772231484,43.2955276156595
1553,90,,93,90,1,6,15928.6628351215,5020.287,2817,,-121.949639520657,43.2956328045019
1554,97,,99,97,4,2,7995.06734983245,4962.491,352639,1,-121.891723948475,43.2963648615317
1555,97,,99,97,4,2,7932.64094096365,4962.421,353149,1,-121.891231043962,43.2963709637439
1556,97,,99,97,4,2,7880.21453241476,4962.307,353185,,-121.890861365511,43.2963755389848
1557,97,,99,97,4,2,7648.79316877197,4961.342,354557,1,-121.889752329822,43.2963892574125
1558,97,,99,97,4,2,7538.08248711054,4961.198,355132,1,-121.889259424908,43.2963953509793
1559,98,,99,98,1,2,6777.96052969842,4963.079,23762,1,-121.884207143774,43.296457685421
1560,63,,73,63,1,14,21939.0497471289,5541.882,835,,-121.997447341647,43.2949159793519
1561,63,,73,63,1,14,21860.7654733763,5483.889,883,,-121.996584799057,43.294927468089
1562,63,,73,63,1,14,21850.7654730563,5467.516,885,,-121.996461578659,43.2949291087969
1563,63,,73,63,1,14,21840.7654727363,5450.562,887,,-121.996338358256,43.2949307493696
1564,73,,74,73,2,13,21812.4812005837,5425.145,7614,,-121.996091917428,43.2949340301099
1565,76,,82,76,2,10,21422.7755606284,5318.697,14776,,-121.991902419232,43.2949897200281
1566,67,,83,67,2,9,20210.1052487753,5365.361,4899,,-121.980442869831,43.2951412506328
1567,69,,91,69,2,7,16964.0539206879,5053.28,16053,,-121.957646820914,43.2954392089304
1568,90,,93,90,1,6,15914.5206990452,5019.387,2827,,-121.949760567701,43.2955412100781
1569,97,,99,97,4,2,8005.06735015248,4962.491,352496,1,-121.891721859495,43.2962748553795
1570,97,,99,97,4,2,7918.49880488736,4962.421,353151,1,-121.891105729763,43.2962824827956
1571,97,,99,97,4,2,7890.21453273479,4962.307,353182,1,-121.890859277826,43.2962855328165
1572,97,,99,97,4,2,7638.79316845194,4961.342,354577,1,-121.889750243801,43.2962992512235
1573,97,,99,97,4,2,7548.08248743057,4961.198,355125,1,-121.889257339627,43.2963053447811
1574,98,,99,98,1,2,6812.1026664147,4963.079,23733,,-121.884574744982,43.2963631257788
1575,98,,99,98,1,2,6802.10266609471,4963.079,23739,1,-121.884451518685,43.2963646436971
1576,98,,99,98,1,2,6792.10266577472,4963.079,23757,1,-121.884328292382,43.2963661614804
1577,63,,73,63,1,14,22033.1918857651,5604.057,688,,-121.99855407523,43.2948111943173
1578,63,,73,63,1,14,22023.1918854452,5597.018,749,,-121.998430855126,43.2948128371839
1579,63,,73,63,1,14,22013.1918851252,5591.407,761,,-121.998307635015,43.2948144799154
1580,63,,73,63,1,14,22003.1918848052,5583.06,775,,-121.998184414897,43.2948161225119
1581,63,,73,63,1,14,21993.1918844852,5574.815,785,,-121.998061194772,43.2948177649732
1582,63,,73,63,1,14,21983.1918841651,5568.803,807,,-121.997937974641,43.2948194072995
1583,63,,73,63,1,14,21973.1918838451,5563.669,810,,-121.997814754503,43.2948210494907
1584,63,,73,63,1,14,21963.1918835252,5556.474,815,,-121.997691534358,43.2948226915469
1585,63,,73,63,1,14,21953.1918832052,5552.715,816,,-121.997568314207,43.2948243334679
1586,73,,74,73,2,13,21798.3390645074,5418.169,7619,,-121.995966451623,43.2948456661497
1587,76,,82,76,2,10,21408.6334245521,5315.08,14781,,-121.991776959484,43.2949013513911
1588,67,,83,67,2,9,20195.963112699,5357.914,4905,,-121.980317426653,43.2950528692046
1589,69,,91,69,2,7,16949.9117846117,5051.688,16057,,-121.957521410713,43.2953508020624
1590,90,,93,90,1,6,15900.3785629689,5019.387,4985,,-121.949881614375,43.2954496155249
1591,97,,99,97,4,2,8015.06735047248,4962.491,352493,1,-121.891719770522,43.2961848492283
1592,97,,99,97,4,2,7904.35666881106,4962.307,353169,1,-121.890980415934,43.2961940017085
1593,97,,99,97,4,2,7628.79316813195,4961.342,354588,1,-121.889748157786,43.2962092450354
1594,97,,99,97,4,2,7562.22462350684,4961.198,355121,1,-121.889132028477,43.2962168616331
1595,98,,99,98,1,2,6826.244802491,4963.079,23727,,-121.884695892838,43.2962716014429
1596,74,,74,73,2,12,21784.1969284311,5410.854,7621,,-121.995840986188,43.2947573020504
1597,76,,82,76,2,10,21398.6334242321,5312.303,14802,,-121.991774720395,43.2948113471801
1598,67,,83,67,2,9,20185.963112379,5352.619,4907,,-121.980315204757,43.2949628647647
1599,69,,91,69,2,7,16939.9117842917,5049.042,16079,,-121.957519223019,43.2952607971723
1600,90,,93,90,1,6,15890.3785626489,5018.922,4988,,-121.949879438144,43.2953596104854
1601,97,,99,97,4,2,8087.49375966129,4962.715,352455,,-121.892210583749,43.2960887387319
1602,97,,99,97,4,2,8025.06735079247,4962.491,352490,1,-121.891717681556,43.2960948430779
1603,97,,99,97,4,2,7614.65103205568,4961.342,354594,1,-121.889622846113,43.2961207624355
1604,97,,99,97,4,2,7604.65103173565,4961.342,354597,1,-121.889499620443,43.2961222858879
1605,97,,99,97,4,2,7576.36675958311,4961.342,354603,1,-121.889253169082,43.2961253323872
1606,98,,99,98,1,2,6840.38693856727,4963.079,23723,1,-121.884817040324,43.2961800769775
1607,40,,74,40,1,13,21928.3390686674,5550.641,1770,,-121.997563818659,43.2946443252795
1608,40,,74,40,1,13,21918.3390683474,5543.328,1773,,-121.997440598871,43.2946459670606
1609,40,,74,40,1,13,21908.3390680274,5534.641,1784,,-121.997317379076,43.2946476087065
1610,40,,74,40,1,13,21898.3390677074,5529.993,1786,,-121.997194159273,43.2946492502174
1611,40,,74,40,1,13,21888.3390673874,5519.891,1790,,-121.997070939465,43.2946508915932
1612,40,,74,40,1,13,21878.3390670674,5511.015,1794,,-121.996947719649,43.2946525328339
1613,40,,74,40,1,13,21868.3390667474,5501.561,1798,,-121.996824499827,43.2946541739395
1614,40,,74,40,1,13,21858.3390664274,5490.197,1802,,-121.996701279998,43.2946558149101
1615,40,,74,40,1,13,21848.3390661074,5479.976,1806,,-121.996578060162,43.2946574557456
1616,40,,74,40,1,13,21838.3390657874,5467.93,1808,,-121.99645484032,43.294659096446
1617,40,,74,40,1,13,21828.3390654674,5455.639,1810,,-121.99633162047,43.2946607370113
1618,40,,74,40,1,13,21818.3390651474,5443.026,1811,,-121.996208400614,43.2946623774416
1619,40,,74,40,1,13,21808.3390648274,5426.491,1820,,-121.996085180752,43.2946640177368
1620,40,,74,40,1,13,21798.3390645074,5417.666,1823,,-121.995961960882,43.2946656578969
1621,74,,80,74,2,12,21770.0547923549,5401.263,9459,,-121.995715521123,43.2946689378119
1622,76,,82,76,2,10,21388.6334239121,5308.854,14811,,-121.991772481313,43.29472134297
1623,67,,83,67,2,9,20175.9631120591,5349.357,4910,,-121.980312982868,43.2948728603256
1624,69,,91,69,2,7,16925.7696482154,5048.022,16080,,-121.957393813379,43.2951723901637
1625,69,,91,69,2,7,16915.7696478954,5045.967,16086,,-121.957270591421,43.2951739879092
1626,69,,91,69,2,7,16905.7696475754,5045.002,16088,,-121.957147369456,43.2951755855197
1627,90,,93,90,1,6,15880.3785623289,5018.39,4990,1,-121.949877261918,43.2952696054469
1628,97,,99,97,4,2,8101.63589573757,4962.715,352439,1,-121.892331719397,43.2959972061697
1629,97,,99,97,4,2,8073.35162358502,4962.715,352460,1,-121.892085268695,43.2960002588784
1630,97,,99,97,4,2,8035.06735111246,4962.491,352484,1,-121.891715592595,43.2960048369283
1631,97,,99,97,4,2,7590.50889565938,4961.342,354601,1,-121.889374309318,43.2960338030118
1632,98,,99,98,1,2,6854.52907464354,4963.364,23714,1,-121.884938187441,43.2960885523824
1633,40,,74,40,1,13,21942.4812047437,5554.422,1766,,-121.997684790493,43.294552679273
1634,74,,80,74,2,12,21755.9126562786,5393.576,9476,,-121.995590056427,43.2945805734342
1635,76,,82,76,2,10,21374.4912878358,5306.022,14817,,-121.991647022318,43.2946329741907
1636,67,,83,67,2,9,20165.9631117391,5344.023,4915,,-121.980310760986,43.2947828558874
1637,69,,91,69,2,7,16891.6275114991,5043.632,17641,,-121.957021960543,43.2950871780971
1638,90,,93,90,1,6,15866.2364262526,5017.43,5001,1,-121.949751863526,43.2951811899124
1639,97,,99,97,4,2,8363.05726034033,4964.217,351969,1,-121.89417800621,43.2958842875283
1640,97,,99,97,4,2,8353.05726002034,4964.217,351977,1,-121.894054781141,43.2958858159742
1641,97,,99,97,4,2,8111.63589605756,4962.715,352237,1,-121.892329629519,43.2959072000325
1642,97,,99,97,4,2,8059.20948750875,4962.715,352468,1,-121.891959954011,43.2959117788861
1643,97,,99,97,4,2,8049.20948718876,4962.715,352472,,-121.891836728829,43.2959133049004
1644,98,,99,98,1,2,6864.52907496354,4963.364,23618,1,-121.884936108656,43.2959985461073
1645,40,,74,40,1,13,21956.62334082,5564.761,1759,,-121.997805761956,43.2944610331373
1646,74,,80,74,2,12,21741.7705202023,5388.972,9482,,-121.995464592102,43.2944922089174
1647,76,,82,76,2,10,21364.4912875158,5303.229,14822,,-121.991644783435,43.2945429699798
1648,67,,83,67,2,9,20155.963111419,5336.715,4924,,-121.980308539111,43.2946928514501
1649,69,,91,69,2,7,16877.4853754228,5042.959,17646,,-121.956896551999,43.2949987705355
1650,90,,93,90,1,6,15852.0942901763,5017.43,5003,1,-121.949626465504,43.295092774239
1651,90,,93,90,1,6,15823.8100180238,5016.251,5026,1,-121.949380021495,43.2950959525654
1652,90,,93,90,1,6,15813.8100177038,5015.796,5029,1,-121.949256799481,43.2950975415259
1653,90,,93,90,1,6,15803.8100173838,5015.453,5044,1,-121.94913357746,43.2950991303514
1654,97,,99,97,4,2,8377.19939641663,4964.217,351742,1,-121.894299138442,43.2957927528481
1655,97,,99,97,4,2,8338.91512394404,4964.217,351983,1,-121.89392946379,43.2957973381788
1656,97,,99,97,4,2,8248.20444292265,4963.732,352104,1,-121.893190114317,43.2958065051929
1657,97,,99,97,4,2,8238.20444260266,4963.732,352173,1,-121.893066889383,43.2958080325558
1658,97,,99,97,4,2,8121.63589637759,4962.715,352235,1,-121.892327539646,43.2958171938963
1659,98,,99,98,1,2,6878.67121103983,4963.364,23612,1,-121.885057255224,43.2959070213858
1660,40,,74,40,1,13,21970.7654768963,5574.524,1747,,-121.99792673305,43.2943693868723
1661,74,,80,74,2,12,21727.628384126,5378.738,9504,,-121.995339128146,43.2944038442614
1662,76,,82,76,2,10,21350.3491514395,5299.24,14843,,-121.991519325001,43.2944546010598
1663,67,,83,67,2,9,20145.963111099,5332.642,4928,,-121.980306317242,43.2946028470136
1664,69,,91,69,2,7,16863.3432393465,5041.277,17651,,-121.956771143825,43.2949103628348
1665,90,,93,90,1,6,15837.9521541,5016.837,5017,1,-121.949501067852,43.2950043584266
1666,90,,93,90,1,6,15789.6678813075,5015.453,5045,1,-121.949008180521,43.2950107139891
1667,90,,93,90,1,6,15761.3836091549,5014.46,5061,1,-121.948761736816,43.2950138909598
1668,90,,93,90,1,6,15751.3836088349,5013.722,5311,1,-121.948638514954,43.2950154792426
1669,97,,99,97,4,2,8391.3415324929,4964.217,351741,1,-121.894420270304,43.2957012180382
1670,97,,99,97,4,2,8324.77298786775,4963.732,351992,1,-121.893804146809,43.2957088602445
1671,97,,99,97,4,2,8262.34657899895,4963.732,352093,1,-121.8933112479,43.295714971578
1672,97,,99,97,4,2,8224.06230652639,4963.732,352176,1,-121.892941573652,43.2957195536598
1673,97,,99,97,4,2,8131.63589669758,4962.854,352230,1,-121.89232544978,43.295727187761
1674,98,,99,98,1,2,6888.67121135983,4963.364,23609,1,-121.885055176266,43.2958170151147
1675,40,,74,40,1,13,21984.9076129726,5584.605,1737,,-121.998047703774,43.2942777404781
1676,74,,80,74,2,12,21717.628383806,5374.722,9509,,-121.99533688373,43.2943138401265
1677,76,,82,76,2,10,21336.2070153632,5296.551,14849,,-121.991393866937,43.2943662320006
1678,67,,83,67,2,9,20135.963110779,5328.271,4935,,-121.980304095379,43.294512842578
1679,69,,91,69,2,7,16853.3432390266,5041.107,17654,,-121.956768957273,43.2948203579345
1680,90,,93,90,1,6,15775.5257452312,5014.547,5057,1,-121.948882783952,43.2949222974877
1681,90,,93,90,1,6,15737.2414727587,5013.722,5317,1,-121.94851311892,43.2949270623287
1682,97,,99,97,4,2,8405.48366856917,4964.217,351738,1,-121.894541401797,43.2956096830988
1683,97,,99,97,4,2,8314.77298754775,4963.732,352001,1,-121.893802054731,43.2956188541377
1684,97,,99,97,4,2,8276.48871507522,4963.732,352091,1,-121.893432381113,43.2956234378336
1685,97,,99,97,4,2,8214.0623062064,4963.173,352180,1,-121.892939482868,43.2956295475368
1686,97,,99,97,4,2,8145.77803277388,4962.854,352221,1,-121.892446584522,43.2956356550787
1687,98,,99,98,1,2,6902.8133474361,4963.364,23606,1,-121.885176322286,43.2957254902667
1688,40,,74,40,1,13,22009.0497493688,5602.208,1721,,-121.998291892953,43.2941844513755
1689,40,,74,40,1,13,21999.0497490488,5593.348,1726,,-121.998168674129,43.2941860939546
1690,74,,80,74,2,12,21703.4862477298,5368.422,9512,,-121.995211420335,43.2942254753298
1691,76,,82,76,2,10,21322.064879287,5292.419,14864,,-121.991268409243,43.2942778628023
1692,67,,83,67,2,9,20125.9631104591,5323.569,4990,,-121.980301873524,43.2944228381433
1693,69,,91,69,2,7,16839.2011029503,5040.251,17659,,-121.956643549661,43.2947319500933
1694,90,,93,90,1,6,15723.0993366824,5013.722,5323,1,-121.948387723255,43.294838645276
1695,97,,99,97,4,2,8449.62580560544,4964.217,351661,1,-121.895032205794,43.2955135602883
1696,97,,99,97,4,2,8439.62580528545,4964.217,351665,1,-121.894908981509,43.2955150896705
1697,97,,99,97,4,2,8429.62580496546,4964.217,351672,1,-121.894785757217,43.2955166189177
1698,97,,99,97,4,2,8419.62580464546,4964.217,351674,1,-121.894662532919,43.2955181480297
1699,97,,99,97,4,2,8300.63085147148,4963.732,352049,1,-121.89367673831,43.2955303760632
1700,97,,99,97,4,2,8290.63085115149,4963.732,352085,1,-121.893553513956,43.2955319039595
1701,97,,99,97,4,2,8204.0623058864,4962.868,352187,1,-121.89293739209,43.2955395414148
1702,97,,99,97,4,2,8155.77803309387,4962.854,352218,1,-121.892444494484,43.2955456489474
1703,98,,99,98,1,2,6916.95548351237,4963.364,23590,1,-121.88505101837,43.2956370025751
1704,98,,99,98,1,2,6926.95548383236,4963.364,23586,1,-121.884927793577,43.2956385210155
1705,98,,99,98,1,2,6936.95548415235,4963.364,23575,1,-121.884804568778,43.2956400393208
1706,98,,99,98,1,2,6946.95548447235,4963.364,23570,1,-121.884681343973,43.295641557491
1707,40,,74,40,1,13,22023.1918854451,5607.951,1719,,-121.998412862746,43.2940928045903
1708,74,,80,74,2,12,21689.3441116535,5362.196,9515,,-121.99508595731,43.2941371103939
1709,76,,82,76,2,10,21312.064878967,5289.682,14866,,-121.991266170941,43.2941878585875
1710,67,,83,67,2,9,20115.9631101391,5319.213,4994,,-121.980299651675,43.2943328337095
1711,69,,91,69,2,7,16829.2011026303,5038.729,17666,,-121.956641363307,43.2946419451924
1712,90,,93,90,1,6,15708.9572006061,5013.722,5328,1,-121.948262327961,43.2947502280842
1713,97,,99,97,4,2,8463.76794168171,4964.217,350562,1,-121.895153335973,43.2954220246914
1714,97,,99,97,4,2,8189.92016981013,4962.854,352199,1,-121.892812077111,43.2954510623771
1715,97,,99,97,4,2,8179.92016949014,4962.854,352205,1,-121.892688852897,43.2954525893255
1716,97,,99,97,4,2,8169.92016917014,4962.854,352209,1,-121.892565628678,43.2954541161388
1717,98,,99,98,1,2,6961.09762054864,4963.364,23460,1,-121.884556040963,43.2955530692485
1718,40,,74,40,1,13,22047.3340218414,5628.541,1706,,-121.998657050603,43.2939995146964
1719,40,,74,40,1,13,22037.3340215214,5617.882,1711,,-121.998533832169,43.2940011576758
1720,74,,80,74,2,12,21679.3441113335,5355.693,9521,,-121.995083713284,43.2940471062566
1721,76,,82,76,2,10,21297.9227428907,5286.328,14956,,-121.991140713808,43.2940994892484
1722,67,,83,67,2,9,20105.9631098191,5314.895,4999,,-121.980297429833,43.2942428292766
1723,69,,91,69,2,7,16815.058966554,5037.482,17671,,-121.956515956255,43.2945535372106
1724,90,,93,90,1,6,15694.8150645299,5013.722,5332,1,-121.948136933036,43.2946618107534
1725,97,,99,97,4,2,8477.91007775798,4964.217,350551,1,-121.895274465783,43.2953304889649
1726,98,,99,98,1,2,6975.23975662494,4963.364,23446,1,-121.884677187211,43.2954615449412
1727,40,,74,40,1,13,22081.4761585577,5656.449,1658,,-121.999024455929,43.293904580891
1728,40,,74,40,1,13,22071.4761582377,5644.228,1663,,-121.9989012377,43.2939062242731
1729,40,,74,40,1,13,22061.4761579177,5637.912,1667,,-121.998778019465,43.2939078675201
1730,74,,80,74,2,12,21669.3441110135,5352.236,9564,,-121.995081469265,43.2939571021203
1731,76,,82,76,2,10,21287.9227425707,5284.619,14962,,-121.991138475704,43.294009485033
1732,67,,83,67,2,9,20095.963109499,5311.419,5002,,-121.980295207997,43.2941528248445
1733,69,,91,69,2,7,16800.9168304777,5037.482,17673,,-121.956390549574,43.2944651290897
1734,90,,93,90,1,6,15684.8150642098,5013.722,5337,1,-121.948134759451,43.2945718056882
1735,93,,94,93,3,5,15628.2465199047,5013.27,142273,1,-121.94764187553,43.2945781552592
1736,97,,99,97,4,2,8487.91007807801,4964.217,350547,1,-121.895272371511,43.2952404828893
1737,98,,99,98,1,2,6989.38189270124,4963.626,23442,1,-121.88479833309,43.2953700205043
1738,40,,74,40,1,13,22095.6182946339,5664.502,1630,,-121.999145424038,43.2938129333203
1739,74,,80,74,2,12,21655.2019749372,5346.945,9575,,-121.994956006993,43.2938687370421
1740,76,,82,76,2,10,21273.7806064944,5280.9,14968,,-121.991013019133,43.2939211155532
1741,67,,83,67,2,9,20081.8209734227,5305.685,5014,,-121.980169767104,43.2940644432615
1742,69,,91,69,2,7,16786.7746944014,5036.586,17676,,-121.956265143262,43.2943767208299
1743,91,,93,91,3,6,15829.6678825875,5015.889,136389,1,-121.949488014082,43.2944643281862
1744,91,,93,91,3,6,15819.6678822675,5015.889,136390,1,-121.949364793368,43.294465917265
1745,91,,93,91,3,6,15809.6678819475,5015.889,136391,1,-121.949241572648,43.2944675062087
1746,91,,93,91,3,6,15799.6678816275,5015.566,136392,1,-121.949118351921,43.2944690950174
1747,91,,93,91,3,6,15718.9572009261,5014.327,136886,1,-121.94850224819,43.2944770370346
1748,91,,93,91,3,6,15708.9572006061,5014.327,136887,1,-121.948379027424,43.2944786250328
1749,91,,93,91,3,6,15680.6729284536,5013.722,136890,1,-121.948132585872,43.2944818006239
1750,93,,94,93,3,5,15670.6729281335,5013.722,142229,1,-121.948009365087,43.2944833882169
1751,93,,94,93,3,5,15642.388655981,5013.619,142263,1,-121.947762923496,43.2944865629976
1752,93,,94,93,3,5,15614.1043838285,5013.27,142279,1,-121.94751648188,43.2944897372379
